index,gold_type,gold_q1,gold_q2,graph_r1_primary,graph_r1_correct,graph_r2_primary,graph_r2_correct,graph_joint,atomr_r1_primary,atomr_r1_correct,atomr_r2_primary,atomr_r2_correct,atomr_joint,deepsieve_r1_primary,deepsieve_r1_correct,deepsieve_r2_primary,deepsieve_r2_correct,deepsieve_joint
33,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
34,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
35,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
36,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
37,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
38,type_k2t,kg,table,table,0,table,1,0,kg,1,table,1,1,kg,1,table,1,1
39,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
40,type_k2t,kg,table,doc,0,table,1,0,kg,1,table,1,1,doc,0,table,1,0
41,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
42,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
43,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
44,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
45,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,table,1,0
46,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
47,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
48,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
49,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
50,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,doc,0,0
51,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
52,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
53,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
54,type_k2t,kg,table,doc,0,table,1,0,kg,1,table,1,1,kg,1,doc,0,0
55,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
56,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
57,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
58,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
59,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
60,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,kg,0,0
61,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,kg,1,doc,0,0
62,type_k2t,kg,table,kg,1,table,1,1,doc,0,table,1,0,doc,0,doc,0,0
63,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
64,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
65,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
66,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
67,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
68,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
69,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
70,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
71,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
72,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
73,type_k2t,kg,table,kg,1,kg,0,0,kg,1,table,1,1,table,0,kg,0,0
74,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,doc,0,0
75,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
76,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
77,type_k2t,kg,table,kg,1,kg,0,0,kg,1,table,1,1,doc,0,kg,0,0
78,type_k2t,kg,table,doc,0,table,1,0,kg,1,kg,0,0,kg,1,table,1,1
79,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
80,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
81,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
82,type_k2t,kg,table,table,0,table,1,0,kg,1,table,1,1,kg,1,table,1,1
83,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,table,1,0
84,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
85,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
86,type_k2t,kg,table,table,0,table,1,0,kg,1,kg,0,0,kg,1,table,1,1
87,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
88,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
89,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
90,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
91,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
92,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
93,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
94,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
95,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
96,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
97,type_k2t,kg,table,table,0,table,1,0,kg,1,kg,0,0,kg,1,table,1,1
98,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
99,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
100,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
101,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
102,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
103,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
104,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
105,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
106,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,doc,0,0
107,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
108,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
109,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,table,0,kg,0,0
110,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,table,0,table,1,0
111,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
112,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
113,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
114,type_k2t,kg,table,kg,1,kg,0,0,kg,1,table,1,1,doc,0,kg,0,0
115,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
116,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
117,type_k2t,kg,table,doc,0,table,1,0,kg,1,table,1,1,doc,0,table,1,0
118,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
119,type_k2t,kg,table,kg,1,table,1,1,table,0,table,1,0,kg,1,table,1,1
120,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
121,type_k2t,kg,table,kg,1,table,1,1,table,0,kg,0,0,kg,1,doc,0,0
122,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
123,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
124,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
125,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
126,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
127,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
128,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
129,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,doc,0,doc,0,0
130,type_k2t,kg,table,table,0,table,1,0,kg,1,table,1,1,kg,1,kg,0,0
131,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
132,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
133,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
134,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
135,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
136,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,doc,0,kg,0,0
137,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
138,type_k2t,kg,table,doc,0,kg,0,0,kg,1,table,1,1,kg,1,kg,0,0
139,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
140,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
141,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
142,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
143,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
144,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
145,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
146,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
147,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
148,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
149,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
150,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
151,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
152,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,doc,0,0
153,type_k2t,kg,table,table,0,table,1,0,kg,1,table,1,1,kg,1,kg,0,0
154,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
155,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
156,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
157,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
158,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
159,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
160,type_k2t,kg,table,doc,0,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
161,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
162,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
163,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
164,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
165,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
166,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
167,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
168,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
169,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,doc,0,table,1,0
170,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,doc,0,table,1,0
171,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
172,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
173,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
174,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
175,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
176,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,doc,0,0
177,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
178,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
179,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,table,0,table,1,0
180,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,table,0,table,1,0
181,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
182,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
183,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
184,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
185,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
186,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
187,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
188,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,doc,0,table,1,0
189,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
190,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
191,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
192,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
193,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,table,0,table,1,0
194,type_k2t,kg,table,doc,0,kg,0,0,doc,0,table,1,0,doc,0,kg,0,0
195,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
196,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
197,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,table,0,table,1,0
198,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
199,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
200,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
201,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
202,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
203,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
204,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
205,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
206,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
207,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
208,type_k2t,kg,table,table,0,table,1,0,kg,1,kg,0,0,kg,1,kg,0,0
209,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
210,type_k2t,kg,table,doc,0,table,1,0,kg,1,kg,0,0,doc,0,table,1,0
211,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
212,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
213,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
214,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
215,type_k2t,kg,table,table,0,table,1,0,kg,1,kg,0,0,kg,1,table,1,1
216,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
217,type_k2t,kg,table,table,0,table,1,0,kg,1,kg,0,0,table,0,table,1,0
218,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
219,type_k2t,kg,table,table,0,table,1,0,kg,1,kg,0,0,kg,1,kg,0,0
220,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
221,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
222,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
223,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
224,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
225,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
226,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
227,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
228,type_k2t,kg,table,table,0,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
229,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
230,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
231,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
232,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
233,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,table,0,table,1,0
234,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
235,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
236,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
237,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
238,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
239,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
240,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
241,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,table,1,0
242,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,doc,0,kg,0,0
243,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
244,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,table,0,kg,0,0
245,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
246,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
247,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
248,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,table,1,1
249,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
250,type_k2t,kg,table,table,0,table,1,0,kg,1,table,1,1,kg,1,kg,0,0
251,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
252,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
253,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
254,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
255,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
256,type_k2t,kg,table,table,0,table,1,0,kg,1,kg,0,0,kg,1,table,1,1
257,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,doc,0,table,1,0
258,type_k2t,kg,table,kg,1,kg,0,0,kg,1,kg,0,0,kg,1,kg,0,0
259,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,table,1,1
260,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,table,1,0
261,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,table,1,0
262,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
263,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
264,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,doc,0,0
265,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
266,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
267,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
268,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
269,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
270,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
271,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
272,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
273,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
274,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
275,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,table,1,0
276,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,table,1,0
277,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
278,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,doc,0,table,1,0
279,type_k2t,kg,table,kg,1,table,1,1,kg,1,kg,0,0,kg,1,kg,0,0
280,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
281,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
282,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
283,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
284,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
285,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,table,1,0
286,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,doc,0,table,1,0
287,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,table,1,1
288,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,doc,0,0
289,type_k2t,kg,table,kg,1,table,1,1,kg,1,table,1,1,kg,1,kg,0,0
