index,gold_type,gold_q1,gold_q2,graph_r1_primary,graph_r1_correct,graph_r2_primary,graph_r2_correct,graph_joint,atomr_r1_primary,atomr_r1_correct,atomr_r2_primary,atomr_r2_correct,atomr_joint,deepsieve_r1_primary,deepsieve_r1_correct,deepsieve_r2_primary,deepsieve_r2_correct,deepsieve_joint
109,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
110,type_t2d,table,doc,table,1,doc,1,1,table,1,kg,0,0,table,1,kg,0,0
111,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,kg,0,doc,1,0
112,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,doc,1,1
113,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,table,1,doc,1,1
114,type_t2d,table,doc,table,1,table,0,0,table,1,table,0,0,table,1,doc,1,1
115,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
116,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
117,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
118,type_t2d,table,doc,table,1,table,0,0,kg,0,table,0,0,table,1,kg,0,0
119,type_t2d,table,doc,table,1,doc,1,1,table,1,kg,0,0,table,1,doc,1,1
120,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
121,type_t2d,table,doc,table,1,table,0,0,table,1,table,0,0,table,1,kg,0,0
122,type_t2d,table,doc,table,1,kg,0,0,table,1,doc,1,1,table,1,kg,0,0
123,type_t2d,table,doc,table,1,doc,1,1,table,1,kg,0,0,table,1,doc,1,1
124,type_t2d,table,doc,kg,0,doc,1,0,kg,0,kg,0,0,kg,0,kg,0,0
125,type_t2d,table,doc,table,1,doc,1,1,table,1,kg,0,0,table,1,kg,0,0
126,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
127,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,doc,1,1
128,type_t2d,table,doc,table,1,table,0,0,table,1,kg,0,0,table,1,kg,0,0
129,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
130,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,doc,0,kg,0,0
131,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,kg,0,kg,0,0
132,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,doc,1,0
133,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,kg,0,kg,0,0
134,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,doc,1,1
135,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,kg,0,doc,1,0
136,type_t2d,table,doc,table,1,kg,0,0,table,1,doc,1,1,table,1,kg,0,0
137,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,doc,0,kg,0,0
138,type_t2d,table,doc,kg,0,kg,0,0,kg,0,doc,1,0,doc,0,kg,0,0
139,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,kg,0,kg,0,0
140,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,kg,0,doc,1,0
141,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
142,type_t2d,table,doc,table,1,table,0,0,table,1,kg,0,0,table,1,kg,0,0
143,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,kg,0,doc,1,0
144,type_t2d,table,doc,table,1,kg,0,0,table,1,doc,1,1,table,1,doc,1,1
145,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
146,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
147,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,doc,1,1
148,type_t2d,table,doc,table,1,kg,0,0,kg,0,doc,1,0,kg,0,kg,0,0
149,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
150,type_t2d,table,doc,table,1,doc,1,1,table,1,kg,0,0,table,1,kg,0,0
151,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,kg,0,kg,0,0
152,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
153,type_t2d,table,doc,table,1,table,0,0,kg,0,doc,1,0,kg,0,doc,1,0
154,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,kg,0,kg,0,0
155,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
156,type_t2d,table,doc,table,1,doc,1,1,kg,0,table,0,0,kg,0,kg,0,0
157,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,doc,0,kg,0,0
158,type_t2d,table,doc,kg,0,table,0,0,kg,0,doc,1,0,kg,0,doc,1,0
159,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,doc,0,doc,1,0
160,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,doc,1,0
161,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,doc,0,doc,1,0
162,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,kg,0,kg,0,0
163,type_t2d,table,doc,kg,0,doc,1,0,kg,0,table,0,0,kg,0,table,0,0
164,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
165,type_t2d,table,doc,kg,0,doc,1,0,kg,0,doc,1,0,kg,0,doc,1,0
166,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,kg,0,doc,1,0
167,type_t2d,table,doc,table,1,table,0,0,table,1,kg,0,0,table,1,doc,1,1
168,type_t2d,table,doc,kg,0,kg,0,0,kg,0,doc,1,0,kg,0,doc,1,0
169,type_t2d,table,doc,table,1,table,0,0,table,1,table,0,0,table,1,kg,0,0
170,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
171,type_t2d,table,doc,table,1,table,0,0,table,1,table,0,0,table,1,kg,0,0
172,type_t2d,table,doc,table,1,doc,1,1,table,1,kg,0,0,kg,0,kg,0,0
173,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,kg,0,doc,1,0
174,type_t2d,table,doc,kg,0,doc,1,0,kg,0,doc,1,0,kg,0,doc,1,0
175,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
176,type_t2d,table,doc,kg,0,doc,1,0,kg,0,kg,0,0,kg,0,doc,1,0
177,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
178,type_t2d,table,doc,table,1,doc,1,1,table,1,kg,0,0,table,1,kg,0,0
179,type_t2d,table,doc,table,1,table,0,0,table,1,table,0,0,table,1,kg,0,0
180,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,kg,0,doc,1,0
181,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,kg,0,0
182,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,table,1,kg,0,0
183,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,table,1,kg,0,0
184,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,table,1,kg,0,0
185,type_t2d,table,doc,table,1,kg,0,0,kg,0,doc,1,0,table,1,kg,0,0
186,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
187,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,table,1,kg,0,0
188,type_t2d,table,doc,kg,0,doc,1,0,kg,0,doc,1,0,kg,0,doc,1,0
189,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,table,1,kg,0,0
190,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,table,1,doc,1,1
191,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,table,1,doc,1,1
192,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,table,1,kg,0,0
193,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,table,1,doc,1,1
194,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
195,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,table,1,kg,0,0
196,type_t2d,table,doc,table,1,table,0,0,table,1,table,0,0,table,1,kg,0,0
197,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,doc,0,kg,0,0
198,type_t2d,table,doc,table,1,table,0,0,kg,0,table,0,0,table,1,kg,0,0
199,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,kg,0,0
200,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
201,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,kg,0,doc,1,0
202,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,kg,0,doc,1,0
203,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
204,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,kg,0,kg,0,0
205,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,kg,0,doc,1,0
206,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,kg,0,doc,1,0
207,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,doc,0,kg,0,0
208,type_t2d,table,doc,table,1,kg,0,0,kg,0,table,0,0,doc,0,kg,0,0
209,type_t2d,table,doc,table,1,doc,1,1,kg,0,table,0,0,doc,0,kg,0,0
210,type_t2d,table,doc,kg,0,table,0,0,kg,0,table,0,0,table,1,kg,0,0
211,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,doc,0,kg,0,0
212,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,table,1,kg,0,0
213,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,kg,0,doc,1,0
214,type_t2d,table,doc,table,1,kg,0,0,kg,0,doc,1,0,doc,0,kg,0,0
215,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,kg,0,kg,0,0
216,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
217,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
218,type_t2d,table,doc,kg,0,doc,1,0,kg,0,doc,1,0,kg,0,doc,1,0
219,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,doc,1,1
220,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
221,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,kg,0,kg,0,0
222,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,kg,0,0
223,type_t2d,table,doc,kg,0,doc,1,0,kg,0,doc,1,0,kg,0,doc,1,0
224,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,kg,0,0
225,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
226,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
227,type_t2d,table,doc,table,1,table,0,0,kg,0,kg,0,0,table,1,kg,0,0
228,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
229,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
230,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
231,type_t2d,table,doc,table,1,kg,0,0,kg,0,doc,1,0,kg,0,doc,1,0
232,type_t2d,table,doc,table,1,kg,0,0,table,1,doc,1,1,table,1,kg,0,0
233,type_t2d,table,doc,kg,0,doc,1,0,kg,0,kg,0,0,kg,0,doc,1,0
234,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,doc,1,1
235,type_t2d,table,doc,table,1,kg,0,0,table,1,doc,1,1,table,1,kg,0,0
236,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
237,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
238,type_t2d,table,doc,kg,0,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
239,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,doc,1,1
240,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,kg,0,kg,0,0
241,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
242,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
243,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
244,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,kg,0,0
245,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,doc,1,1
246,type_t2d,table,doc,table,1,kg,0,0,table,1,doc,1,1,table,1,kg,0,0
247,type_t2d,table,doc,kg,0,doc,1,0,kg,0,doc,1,0,table,1,doc,1,1
248,type_t2d,table,doc,table,1,table,0,0,table,1,doc,1,1,table,1,doc,1,1
249,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,doc,0,doc,1,0
250,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,doc,1,1
251,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,doc,1,1
252,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,kg,0,0
253,type_t2d,table,doc,table,1,doc,1,1,table,1,kg,0,0,table,1,kg,0,0
254,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
255,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,kg,0,kg,0,0
256,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,doc,0,doc,1,0
257,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,kg,0,kg,0,0
258,type_t2d,table,doc,table,1,doc,1,1,table,1,table,0,0,kg,0,kg,0,0
259,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,kg,0,0
260,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,table,1,doc,1,1
261,type_t2d,table,doc,table,1,table,0,0,kg,0,kg,0,0,doc,0,kg,0,0
262,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,doc,0,doc,1,0
263,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
264,type_t2d,table,doc,table,1,kg,0,0,table,1,kg,0,0,doc,0,kg,0,0
265,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,kg,0,0
266,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,doc,0,kg,0,0
267,type_t2d,table,doc,table,1,doc,1,1,kg,0,kg,0,0,doc,0,kg,0,0
268,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,doc,0,kg,0,0
269,type_t2d,table,doc,table,1,table,0,0,kg,0,table,0,0,doc,0,doc,1,0
270,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,doc,0,doc,1,0
271,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,doc,0,doc,1,0
272,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,doc,0,doc,1,0
273,type_t2d,table,doc,table,1,doc,1,1,kg,0,table,0,0,kg,0,doc,1,0
274,type_t2d,table,doc,table,1,kg,0,0,kg,0,doc,1,0,doc,0,kg,0,0
275,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,doc,0,kg,0,0
276,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,doc,0,kg,0,0
277,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,doc,0,doc,1,0
278,type_t2d,table,doc,table,1,doc,1,1,kg,0,doc,1,0,doc,0,kg,0,0
279,type_t2d,table,doc,doc,0,doc,1,0,kg,0,doc,1,0,kg,0,kg,0,0
280,type_t2d,table,doc,table,1,table,0,0,table,1,table,0,0,doc,0,doc,1,0
281,type_t2d,table,doc,doc,0,doc,1,0,kg,0,doc,1,0,kg,0,doc,1,0
282,type_t2d,table,doc,doc,0,doc,1,0,kg,0,doc,1,0,doc,0,doc,1,0
283,type_t2d,table,doc,doc,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
284,type_t2d,table,doc,table,1,doc,1,1,table,1,kg,0,0,doc,0,kg,0,0
285,type_t2d,table,doc,doc,0,kg,0,0,kg,0,kg,0,0,kg,0,kg,0,0
286,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,doc,1,1
287,type_t2d,table,doc,table,1,doc,1,1,table,1,doc,1,1,table,1,kg,0,0
288,type_t2d,table,doc,table,1,kg,0,0,kg,0,kg,0,0,table,1,kg,0,0
